,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Matches
447,Oliver Skipp,,eng ENG,MF,Tottenham,21-200,2000,15,1.47,1.47,1.4,0,0,0,0.07,0,0.2,0.2,0.2,0,0,0,0,0,Matches
448,William Smallbone,,ie IRL,MFFW,Southampton,22-042,2000,1.3,0.77,0.79,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,Matches
449,Emile Smith Rowe,,eng ENG,MFFW,Arsenal,21-250,2000,16.7,2.93,2.93,2.28,0.18,0.18,0.18,0.12,0,0.36,0.36,0.3,0.06,0,0,0,0,Matches
450,Cedric Soares,,pt POR,DF,Arsenal,30-216,1991,9.2,1.3,1.3,1.09,0.22,0,0,0,0,0,0,0,0,0,0,0,0,Matches
451,Tomas Soucek,,cz CZE,MF,West Ham,27-036,1995,28.9,1.04,1.04,0.87,0,0,0.1,0.03,0.03,0.1,0.1,0.1,0,0,0,0,0,Matches
452,Boubakary Soumare,,fr FRA,MF,Leicester City,23-036,1999,11.5,1.13,1.13,0.96,0,0.09,0,0,0.09,0.17,0.17,0.17,0,0,0,0,0,Matches
453,Caglar Soyuncu,,tr TUR,DF,Leicester City,25-316,1996,23.7,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Jason Steele,,eng ENG,GK,Brighton,31-229,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Jed Steer,,eng ENG,GK,Aston Villa,29-193,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
456,Zack Steffen,,us USA,GK,Manchester City,27-002,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
457,Dale Stephens,,eng ENG,MF,Burnley,32-296,1989,1.4,1.43,1.46,0.71,0,0,0,0.71,0,0,0,0,0,0,0,0,0,Matches
458,Jack Stephens,,eng ENG,DF,Southampton,28-067,1994,7,0.86,0.86,0.71,0,0,0,0,0.14,0,0,0,0,0,0,0,0,Matches
459,Raheem Sterling,,eng ENG,FW,Manchester City,27-117,1994,18.4,3.86,3.85,2.99,0.05,0.43,0.16,0.16,0.05,0.38,0.38,0.16,0,0,0.11,0.11,0,Matches
460,Finley Stevens,,wls WAL,DF,Brentford,18-359,2003,0.2,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,John Stones,,eng ENG,DF,Manchester City,27-311,1994,9.6,0.83,0.83,0.73,0,0,0.1,0,0,0.1,0.1,0,0,0,0.1,0,0,Matches
462,Pascal Struijk,,nl NED,DFMF,Leeds United,22-236,1999,19.8,0.86,0.86,0.56,0,0,0.1,0.05,0.15,0.1,0.1,0,0,0,0.05,0,0.05,Matches
463,Crysencio Summerville,,nl NED,MFFW,Leeds United,20-156,2001,1.4,0.71,0.74,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
464,Jakob Sorensen,,dk DEN,DFMF,Norwich City,24-032,1998,4.1,0.49,0.49,0.24,0,0,0,0,0.24,0,0,0,0,0,0,0,0,Matches
465,Japhet Tanganga,,eng ENG,DF,Tottenham,23-004,1999,8.2,0.37,0.37,0.24,0,0,0.12,0,0,0,0,0,0,0,0,0,0,Matches
466,Matt Targett,,eng ENG,DF,Newcastle Utd,26-198,1995,8,3,3,1.25,1.25,0,0.13,0.38,0,0.13,0.12,0,0.13,0,0,0,0,Matches
467,Matt Targett,,eng ENG,DF,Aston Villa,26-198,1995,15.9,1.7,1.7,1.38,0.31,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,Matches
468,James Tarkowski,,eng ENG,DF,Burnley,29-136,1992,26,0.69,0.69,0.58,0,0,0.08,0,0.04,0.08,0.08,0.08,0,0,0,0,0,Matches
469,Nuno Tavares,,pt POR,DF,Arsenal,22-068,2000,7,2.14,2.16,1.29,0,0.29,0.14,0.14,0.29,0.43,0.43,0.29,0,0,0.14,0,0,Matches
470,Charlie Taylor,,eng ENG,DF,Burnley,28-198,1993,20.3,1.28,1.28,0.94,0.1,0.05,0,0.2,0,0.1,0.1,0.05,0.05,0,0,0,0,Matches
471,Nathan Tella,,eng ENG,MFFW,Southampton,22-273,1999,6.6,1.82,1.83,1.21,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,Matches
472,Alex Telles,,br BRA,DF,Manchester Utd,29-110,1992,11.6,2.16,2.15,1.21,0.78,0,0.09,0.09,0,0.26,0.26,0,0.17,0,0,0.09,0,Matches
473,Luke Thomas,,eng ENG,DF,Leicester City,20-298,2001,17.2,0.99,0.99,0.64,0.23,0,0.06,0,0.06,0.06,0.06,0.06,0,0,0,0,0,Matches
474,Dominic Thompson,,eng ENG,DF,Brentford,21-252,2000,1.6,0.63,0.62,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,Youri Tielemans,,be BEL,MF,Leicester City,24-332,1997,21.1,2.99,2.98,2.18,0.19,0.14,0.19,0.09,0.19,0.33,0.33,0.24,0,0,0.05,0,0.05,Matches
476,Kieran Tierney,,sct SCO,DF,Arsenal,24-303,1997,21.3,1.78,1.79,1.55,0.09,0.05,0.05,0.05,0,0.14,0.14,0.14,0,0,0,0,0,Matches
477,Takehiro Tomiyasu,,jp JPN,DF,Arsenal,23-150,1998,15.4,1.56,1.56,1.3,0.06,0,0,0,0.19,0.26,0.26,0.19,0,0,0,0,0.06,Matches
478,James Tomkins,,eng ENG,DF,Crystal Palace,33-006,1989,6.1,0.49,0.49,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Ivan Toney,,eng ENG,FW,Brentford,26-019,1996,25.3,2.02,2.01,1.5,0,0.08,0.16,0.2,0.08,0.28,0.28,0.16,0,0,0,0.12,0,Matches
480,Ferran Torres,,es ESP,FW,Manchester City,22-034,2000,3.4,1.47,1.49,1.18,0,0,0.29,0,0,0.59,0.59,0.59,0,0,0,0,0,Matches
481,Cenk Tosun,,tr TUR,FW,Everton,30-301,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
482,Andros Townsend,,eng ENG,MF,Everton,30-262,1991,16.2,3.33,3.34,2.35,0.49,0.06,0.12,0.25,0.06,0.25,0.25,0.25,0,0,0,0,0,Matches
483,Adama Traore,,es ESP,FW,Wolves,26-069,1996,11.9,4.2,4.22,2.52,0,1.01,0,0.5,0.17,0.17,0.17,0.08,0,0,0,0.08,0,Matches
484,Bertrand Traore,,bf BFA,FWMF,Aston Villa,26-210,1995,2,4.5,4.6,2,0,1.5,0.5,0.5,0,1,1.02,0,0,0.5,0,0.5,0,Matches
485,Trezeguet,,eg EGY,FW,Aston Villa,27-185,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
486,Francisco Trincao,,pt POR,FWMF,Wolves,22-096,1999,13.5,2.59,2.6,1.63,0.22,0.52,0,0.15,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
487,Kieran Trippier,,eng ENG,DF,Newcastle Utd,31-197,1990,3.5,2.29,2.28,0.29,2,0,0,0,0,0.29,0.28,0.29,0,0,0,0,0,Matches
488,William Troost-Ekong,,ng NGA,DF,Watford,28-215,1993,15.3,0.26,0.26,0.2,0,0,0,0,0.07,0,0,0,0,0,0,0,0,Matches
489,Leandro Trossard,,be BEL,FWMF,Brighton,27-121,1994,25.4,2.91,2.91,1.97,0.16,0.51,0.16,0.12,0,0.24,0.24,0.12,0.04,0.04,0,0.04,0,Matches
490,Kostas Tsimikas,,gr GRE,DF,Liverpool,25-327,1996,7.4,3.24,3.22,1.89,1.35,0,0,0,0,0.41,0.4,0.27,0.14,0,0,0,0,Matches
491,Axel Tuanzebe,,eng ENG,DF,Aston Villa,24-141,1997,5.6,0.18,0.18,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
492,Ozan Tufan,,tr TUR,MF,Watford,27-012,1995,3.7,1.89,1.89,1.62,0.27,0,0,0,0,0,0,0,0,0,0,0,0,Matches
493,Christos Tzolis,,gr GRE,FWMF,Norwich City,20-064,2002,3.5,3.14,3.11,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Yan Valery,,fr FRA,DF,Southampton,23-041,1999,1.5,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Raphael Varane,,fr FRA,DF,Manchester Utd,28-344,1993,16.3,0.55,0.55,0.49,0,0,0,0,0.06,0.12,0.12,0.12,0,0,0,0,0,Matches
496,Jamie Vardy,,eng ENG,FW,Leicester City,35-083,1987,15.6,1.86,1.86,1.67,0,0.06,0.06,0.06,0,0.19,0.19,0.13,0,0.06,0,0,0,Matches
497,Joel Veltman,,nl NED,DF,Brighton,30-079,1992,23.9,1.38,1.38,1.09,0.08,0.04,0.04,0.08,0.04,0.08,0.08,0.08,0,0,0,0,0,Matches
498,Jannik Vestergaard,,dk DEN,DF,Leicester City,29-244,1992,6.3,0.48,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
499,Nikola Vlasic,,hr CRO,FWMF,West Ham,24-182,1997,5.1,2.94,2.96,2.35,0,0.39,0,0.2,0,0,0,0,0,0,0,0,0,Matches
500,Matej Vydra,,cz CZE,FW,Burnley,29-338,1992,5,1.4,1.4,1.2,0,0,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,Matches
501,Theo Walcott,,eng ENG,MFFW,Southampton,33-019,1989,4.2,0.95,0.95,0.95,0,0,0,0,0,0.24,0.24,0.24,0,0,0,0,0,Matches
502,Kyle Walker,,eng ENG,DF,Manchester City,31-311,1990,18.5,1.84,1.84,1.68,0,0,0.05,0.11,0,0.22,0.22,0.22,0,0,0,0,0,Matches
503,Kyle Walker-Peters,,eng ENG,DF,Southampton,24-356,1997,21.3,2.72,2.72,1.83,0,0.38,0.05,0.33,0.14,0.38,0.37,0.23,0,0,0,0.09,0.05,Matches
504,Aaron Wan-Bissaka,,eng ENG,DF,Manchester Utd,24-129,1997,17.9,1.73,1.73,1.4,0,0.17,0.06,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,Matches
505,Joel Ward,,eng ENG,DF,Crystal Palace,32-157,1989,23,0.61,0.61,0.52,0.09,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,Matches
506,James Ward-Prowse,,eng ENG,MF,Southampton,27-154,1994,27.7,3.32,3.32,1.66,1.52,0,0.04,0,0.11,0.22,0.22,0.11,0.11,0,0,0,0,Matches
507,Ollie Watkins,,eng ENG,FW,Aston Villa,26-095,1995,25.1,2.15,2.16,1.51,0,0.16,0.2,0.16,0.12,0.24,0.24,0.04,0,0.04,0.08,0.08,0,Matches
508,Adam Webster,,eng ENG,DF,Brighton,27-090,1995,13,0.69,0.69,0.69,0,0,0,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
509,Wout Weghorst,,nl NED,FW,Burnley,29-240,1992,9.2,1.2,1.19,0.65,0,0.22,0.11,0.11,0.11,0.43,0.43,0.33,0,0.11,0,0,0,Matches
510,Danny Welbeck,,eng ENG,FWMF,Brighton,31-129,1990,9.1,1.98,1.98,1.32,0,0,0.22,0.44,0,0,0,0,0,0,0,0,0,Matches
511,Timo Werner,,de GER,FWMF,Chelsea,26-029,1996,8.9,1.35,1.35,1.01,0,0.11,0.22,0,0,0.22,0.22,0.22,0,0,0,0,0,Matches
512,Ashley Westwood,,eng ENG,MF,Burnley,32-003,1990,23.1,2.21,2.21,1.3,0.74,0,0.09,0.04,0.04,0.3,0.3,0.22,0.09,0,0,0,0,Matches
513,Ben White,,eng ENG,DF,Arsenal,24-178,1997,26,0.81,0.81,0.58,0,0,0.15,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
514,Brandon Williams,,eng ENG,DF,Norwich City,21-213,2000,21.5,1.26,1.26,1.07,0,0,0,0.14,0.05,0.09,0.09,0.05,0,0,0,0,0.05,Matches
515,Neco Williams,,wls WAL,DF,Liverpool,20-356,2001,0.1,20,22.5,10,0,10,0,0,0,20,22.5,10,0,10,0,0,0,Matches
516,Joe Willock,,eng ENG,MF,Newcastle Utd,22-227,1999,20.5,2.1,2.1,1.37,0,0.39,0.05,0.2,0.1,0.15,0.15,0.05,0,0,0,0.1,0,Matches
517,Callum Wilson,,eng ENG,FW,Newcastle Utd,30-036,1992,13.2,1.06,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Harry Winks,,eng ENG,MF,Tottenham,26-061,1996,9.6,2.4,2.41,1.77,0.31,0.1,0,0.21,0,0.42,0.42,0.42,0,0,0,0,0,Matches
519,Yoane Wissa,,cd COD,FWMF,Brentford,25-213,1996,9.7,1.24,1.24,0.82,0,0,0.1,0.31,0,0.21,0.21,0.1,0,0,0.1,0,0,Matches
520,Chris Wood,,nz NZL,FW,Newcastle Utd,30-118,1991,10.8,1.57,1.58,1.2,0,0.19,0.19,0,0,0.09,0.09,0.09,0,0,0,0,0,Matches
521,Chris Wood,,nz NZL,FW,Burnley,30-118,1991,15.2,1.38,1.38,1.05,0,0.07,0.13,0.13,0,0.13,0.13,0.13,0,0,0,0,0,Matches
522,Freddie Woodman,,eng ENG,GK,Newcastle Utd,25-031,1997,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Granit Xhaka,,ch SUI,MF,Arsenal,29-189,1992,16.2,3.15,3.15,2.78,0.06,0.12,0.06,0,0.12,0.12,0.12,0.12,0,0,0,0,0,Matches
524,Andriy Yarmolenko,,ua UKR,FWMF,West Ham,32-163,1989,2,1.5,1.52,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,Matches
525,Ashley Young,,eng ENG,DFFW,Aston Villa,36-269,1985,12.5,1.6,1.6,1.2,0.16,0.08,0,0.08,0.08,0.32,0.32,0.16,0.08,0.08,0,0,0,Matches
526,Wilfried Zaha,,ci CIV,FW,Crystal Palace,29-145,1992,22.5,3.2,3.21,2.27,0,0.44,0.22,0.27,0,0.31,0.31,0.22,0,0.09,0,0,0,Matches
527,Christoph Zimmermann,,de GER,DF,Norwich City,29-082,1993,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Oleksandr Zinchenko,,ua UKR,DF,Manchester City,25-110,1996,6.6,3.03,3.02,2.58,0.3,0,0,0.15,0,0.45,0.45,0.45,0,0,0,0,0,Matches
529,Hakim Ziyech,,ma MAR,FWMF,Chelsea,29-016,1993,11.7,4.36,4.35,2.99,0.43,0.34,0.26,0.26,0.09,0.43,0.43,0.34,0,0.09,0,0,0,Matches
530,Kurt Zouma,,fr FRA,DF,West Ham,27-159,1994,18.8,0.21,0.21,0.16,0,0,0.05,0,0,0,0,0,0,0,0,0,0,Matches
531,Martin Odegaard,,no NOR,MF,Arsenal,23-108,1998,21,4.62,4.63,3.52,0.52,0.19,0.24,0.1,0.05,0.52,0.52,0.52,0,0,0,0,0,Matches
