,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Name,,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,CK_In,CK_Out,CK_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
212,Son Heung-min,,kr KOR,FWMF,Tottenham,29-270,1992,25.9,38.4,31.9,6.53,1.39,0.12,5.79,1.04,2.05,4.59,1.78,1.74,0.15,27.4,3.9,7.07,4.21,32.4,1.04,0.23,0.15,29.7,0.15,0.39,1.12,1.27,Matches
213,Ki-Jana Hoever,,nl NED,DF,Wolves,20-076,2002,3.4,46.8,35.9,10.9,1.18,0,4.41,0.59,2.35,0,0,0,0,25.9,12.1,8.82,4.71,30.6,1.47,9.71,0,33.2,0.29,2.06,2.65,2.35,Matches
214,Rob Holding,,eng ENG,DF,Arsenal,26-196,1995,4.8,48.5,46.9,1.67,0.83,0,7.08,1.25,0,0,0,0,0,37.5,2.92,8.13,6.88,37.9,2.29,0.42,0,41.9,0,1.25,1.25,0.63,Matches
215,Mason Holgate,,eng ENG,DF,Everton,25-164,1996,15.8,40,36.7,3.29,1.9,0,5.06,1.71,0.06,0,0,0,0,23,3.54,13.4,5.95,27.6,3.23,1.33,0.13,29.1,0.19,1.08,0.89,0.38,Matches
216,Callum Hudson-Odoi,,eng ENG,FWMF,Chelsea,21-148,2000,10.7,36.7,35.2,1.5,0.19,0,7.2,0.75,2.43,0.47,0.19,0.09,0.09,27.6,4.95,4.21,5.23,29.7,0.47,0.84,0.09,29.3,0.09,0.75,1.87,1.31,Matches
217,Will Hughes,,eng ENG,MF,Crystal Palace,26-352,1995,9.1,45.6,41.8,3.85,1.32,0,6.15,1.76,0.99,2.31,1.65,0.55,0,31.1,5.27,9.23,35.5,7.03,1.98,0.11,0.11,36.9,0,0.22,0.77,0.99,Matches
218,Pierre Hojbjerg,,dk DEN,MF,Tottenham,26-242,1995,27.5,70.3,68,2.36,1.93,0.18,8.73,2,0.44,0.07,0,0,0,56.9,5.64,7.75,9.09,57.3,2.47,0.33,0.22,62.5,0.18,0.73,1.53,0.62,Matches
219,Adam Idah,,ie IRL,FWMF,Norwich City,21-024,2001,6.9,20.6,19.9,0.72,0,0,6.38,0.58,1.59,0,0,0,0,13.5,3.77,3.33,2.9,14.5,1.16,0.43,0.29,13.9,0,0.72,1.01,1.59,Matches
220,Kelechi Iheanacho,,ng NGA,FW,Leicester City,25-183,1996,10.2,27.4,26.1,1.27,0.1,0.29,7.75,0.59,0.78,0,0,0,0,21.5,2.84,3.04,24.2,1.67,0.39,0.2,0.1,21.2,0.2,0.98,1.08,1.37,Matches
221,Danny Ings,,eng ENG,FW,Aston Villa,29-255,1992,16.9,18.1,16.9,1.18,0.06,0.06,4.5,0.47,0.77,0,0,0,0,11.3,3.61,3.2,3.43,12.5,1.18,0.06,0.24,12.3,0.12,0.18,1.01,0.65,Matches
222,Tim Iroegbunam,,eng ENG,MF,Aston Villa,18-278,2003,0.1,40,40,0,0,0,0,0,0,0,0,0,0,40,0,0,10,30,0,0,0,40,0,0,0,0,Matches
223,Alex Iwobi,,ng NGA,MFFW,Everton,25-336,1996,12.6,31,30.4,0.56,0.08,0.4,6.11,0.48,1.51,0,0,0,0,23.2,4.13,3.65,3.02,27.3,0.24,0.16,0.08,24.5,0.32,0.24,1.67,1.03,Matches
224,Daniel James,,wls WAL,FW,Manchester Utd,24-145,1997,1.4,22.9,22.9,0,0,0,4.29,0.71,3.57,0,0,0,0,19.3,1.43,2.14,2.14,20,0.71,0,0,15.7,0,0.71,0,0.71,Matches
225,Daniel James,,wls WAL,FWMF,Leeds United,24-145,1997,23.1,19.8,18.6,1.21,0.04,0,4.07,0.43,1.77,0,0,0,0,13.3,3.25,3.25,3.85,14.5,0.69,0.22,0.13,12.9,0.09,0.56,1.13,1.47,Matches
226,Reece James,,eng ENG,DF,Chelsea,22-117,1999,13.5,74.8,62.3,12.5,1.41,0.22,11.4,1.04,4.07,0.89,0.52,0.15,0,50,16.1,8.74,5.48,56.1,2,10.2,0.3,63.6,0.15,0.59,2.44,2.37,Matches
227,Vitaly Janelt,,de GER,MF,Brentford,23-329,1998,20.7,37.7,35.2,2.56,1.26,0.1,5.89,1.21,1.01,0.53,0.39,0.1,0.05,23.8,5.65,8.26,27.5,5.8,2.37,0.53,0.34,28.3,0.14,0.63,1.21,0.87,Matches
228,Pontus Jansson,,se SWE,DF,Brentford,31-050,1991,30.9,39.2,37.6,1.65,1.23,0,3.75,0.49,0,0,0,0,0,26.9,4.6,7.77,3.59,28.8,4.37,0.39,0.13,32.1,0.16,0.49,0.74,0.29,Matches
229,Mathias Jensen,,dk DEN,MF,Brentford,26-093,1996,13.7,43.6,37,6.57,2.48,0,7.45,4.09,2.04,3.5,1.61,1.17,0.51,22.9,4.96,15.7,8.32,32.1,1.82,0.29,0.36,31.1,0.44,1.17,1.9,0.73,Matches
230,Gabriel Jesus,,br BRA,FW,Manchester City,25-001,1997,15.2,38.8,37.8,0.92,0.07,0.07,7.24,0.26,1.45,0,0,0,0,32.5,3.22,3.03,5.07,31.6,0.72,0.26,0.46,32.6,0.07,0.53,1.18,1.12,Matches
231,Raul Jimenez,,mx MEX,FW,Wolves,30-334,1991,23.9,27,25.3,1.72,0,0.13,7.99,0.46,0.5,0,0,0,0,17.2,5.86,4.02,1.09,22,1.13,0.21,0.84,19,0.13,0.75,1.3,1.38,Matches
232,Joelinton,,br BRA,MFFW,Newcastle Utd,25-233,1996,21.6,34,33.4,0.56,0,0.05,10.5,0.37,0.65,0,0,0,0,23.1,6.57,4.31,5.51,22.5,2.22,0.32,0.65,26.7,0,0.65,1.3,1.2,Matches
233,Ben Johnson,,eng ENG,DF,West Ham,22-070,2000,13.4,49.6,39.6,9.93,0.45,0.07,4.48,1.72,2.46,0,0,0,0,23.4,10.9,15.3,6.27,30.5,2.24,9.48,0.37,34.2,0.15,1.49,1.72,2.16,Matches
234,Curtis Jones,,eng ENG,MF,Liverpool,21-064,2001,7.8,60.4,58.6,1.79,0.77,0,9.36,1.28,0.26,0.38,0,0.26,0,52.3,3.46,4.62,7.18,50.9,1.28,0.38,0,54.4,0.13,0.26,1.15,1.03,Matches
235,Phil Jones,,eng ENG,DF,Manchester Utd,30-042,1992,1,50,50,0,0,0,5,0,0,0,0,0,0,45,4,1,5,42,3,0,0,46,0,1,0,1,Matches
236,Jorginho,,it ITA,MF,Chelsea,30-105,1991,20.8,69.5,67.4,2.12,2.12,0.29,12.2,0.87,0.05,0,0,0,0,55.5,5.48,8.51,4.9,61.9,2.02,0,0.1,61.7,0.1,0.53,2.07,0.58,Matches
237,Diogo Jota,,pt POR,FW,Liverpool,25-121,1996,20.4,29.3,29,0.25,0,0.25,5.54,0.29,0.69,0,0,0,0,21.3,4.71,3.24,7.94,19,1.23,0.05,0.34,21.6,0.2,0.54,1.23,1.52,Matches
238,James Justin,,eng ENG,DF,Leicester City,24-040,1998,5.1,54.3,46.7,7.65,0.39,0,5.29,0.59,0.39,0,0,0,0,37.1,9.02,8.24,8.63,35.5,2.75,7.25,0,43.9,0.39,0.78,1.76,1.76,Matches
239,Mathias Jorgensen,,dk DEN,DF,Brentford,31-346,1990,4.8,57.1,44,13.1,1.46,0,5.83,1.25,1.67,0.21,0,0,0,28.3,10.2,18.5,2.08,35.6,5.63,11.5,0.21,40.8,0.21,0.63,2.92,1.04,Matches
240,Ozan Kabak,,tr TUR,DF,Norwich City,22-010,2000,10.2,40.6,38.9,1.67,1.27,0,7.25,1.08,0,0,0,0,0,30.5,4.12,5.98,5.49,30.4,2.16,0.39,0.2,33.4,0,0.88,0.88,0.98,Matches
241,Christian Kabasele,,be BEL,DF,Watford,31-039,1991,6.3,38.1,37.3,0.79,0.32,0,3.97,0.48,0.16,0,0,0,0,26,3.81,8.25,2.38,31.6,1.59,0.48,0.16,32.4,0,0.79,0.48,0,Matches
242,Samuel Kalu,,ng NGA,FWMF,Watford,24-221,1997,0.5,10,10,0,0,0,6,0,0,0,0,0,0,6,0,4,0,8,0,0,0,6,0,0,0,0,Matches
243,Hassane Kamara,,ci CIV,DF,Watford,27-197,1994,11.9,54.3,43.2,11.1,0.76,0.08,8.66,0.92,1.09,0,0,0,0,27.3,10.1,16.9,35.5,5.38,1.6,10.3,0.08,38.1,0.25,1.76,2.27,2.02,Matches
244,Harry Kane,,eng ENG,FW,Tottenham,28-250,1993,27.9,28.1,26.5,1.68,0.11,0.54,7.49,1.11,1.04,0,0,0,0,17.6,5.05,5.45,2.69,22.3,0.82,0.43,0.25,19.9,0.29,0.39,1.79,1.83,Matches
245,N'Golo Kante,,fr FRA,MF,Chelsea,31-006,1991,14,59.7,59.4,0.29,0.29,0.21,10.3,1,0.57,0,0,0,0,47.4,6.93,5.43,6.86,51.4,0.86,0,0,50.9,0.43,0.57,2.36,1.07,Matches
246,Edo Kayembe,,cd COD,MF,Watford,23-244,1998,4.6,52.2,51.1,1.09,0.43,0,8.26,2.83,0.87,0.65,0.43,0.22,0,38,4.35,9.78,40.7,6.52,4.78,0,0,42.6,0,1.09,0.87,1.3,Matches
247,Moise Kean,,it ITA,FW,Everton,22-035,2000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
248,Michael Keane,,eng ENG,DF,Everton,29-083,1993,25.2,38.9,38,0.91,0.91,0.04,5.91,1.75,0,0,0,0,0,24.1,4.68,10.1,7.62,25.2,3.41,0,0.08,30.4,0.04,0.91,0.75,0.36,Matches
249,Naby Keita,,gn GUI,MF,Liverpool,27-053,1995,9.2,60.8,59.8,0.98,0.22,0,8.7,0.22,0.54,0,0,0,0,50,5,5.76,7.83,50.3,1.52,0.11,0.43,52.7,0,0.43,2.17,0.76,Matches
250,Caoimhin Kelleher,,ie IRL,GK,Liverpool,23-132,1998,2,45,35,10,3.5,0,7,0,0,0,0,0,0,36.5,2.5,6,12.5,26.5,0,0,6,40.5,0,0.5,0.5,0,Matches
251,Jonjoe Kenny,,eng ENG,DF,Everton,25-020,1997,8.8,42.7,34.7,8.07,0.45,0,6.93,0.57,1.14,0,0,0,0,22.6,9.55,10.6,1.82,30.8,1.82,7.61,0.11,32.2,0.45,1.36,2.16,1.02,Matches
252,Max Kilman,,eng ENG,DF,Wolves,24-316,1997,28.9,48.6,47.3,1.25,0.87,0.03,5.16,1.52,0.07,0,0,0,0,37,3.67,7.96,32.9,11.2,2.6,0.38,0.07,42.1,0.07,0.59,0.69,0.52,Matches
253,Joshua King,,no NOR,FW,Watford,30-079,1992,22,21,19.6,1.32,0,0.14,7.55,0.27,1.05,0,0,0,0,13.1,3.91,3.91,1.27,15.2,1.05,0.05,0.55,15.3,0.14,0.32,0.95,0.82,Matches
254,Kristoffer Klaesson,,no NOR,GK,Leeds United,21-128,2000,0.4,27.5,20,7.5,0,0,2.5,0,0,0,0,0,0,17.5,2.5,7.5,20,2.5,0,0,5,22.5,0,2.5,0,0,Matches
255,Mateusz Klich,,pl POL,MF,Leeds United,31-295,1990,19.1,42.6,41,1.57,0.79,0.16,5.71,0.47,1.36,0.1,0,0,0,31.4,4.87,6.34,3.35,36.2,2.15,0.37,0.31,33.3,0.16,0.79,1.52,1.2,Matches
256,Robin Koch,,de GER,MFDF,Leeds United,25-261,1996,11.2,36.6,36,0.63,0.54,0,7.41,0.98,0,0,0,0,0,24.4,4.11,8.13,3.57,28.8,1.96,0.09,0.09,29.5,0,0.54,1.16,0.54,Matches
257,Sead Kolasinac,,ba BIH,DF,Arsenal,28-288,1993,1,13,11,2,0,0,0,0,0,0,0,0,0,8,2,3,8,2,1,2,0,10,0,0,0,0,Matches
258,Ibrahima Konate,,fr FRA,DF,Liverpool,22-314,1999,8,61.6,60.6,1,1,0.13,6.5,0.75,0,0,0,0,0,48.1,4.88,8.63,3.5,52.4,3.88,0,0.25,54.1,0.13,0.5,1,0.38,Matches
259,Ezri Konsa,,eng ENG,DF,Aston Villa,24-163,1997,23,34.6,33,1.57,1.26,0,3.83,0.7,0.04,0,0,0,0,26.3,3.39,4.87,3.17,27.7,1.96,0.26,0.26,30.1,0,0.61,0.74,0.3,Matches
260,Cheikhou Kouyate,,sn SEN,MF,Crystal Palace,32-104,1989,18.5,35.2,34.3,0.86,0.76,0,6.05,0.32,0.22,0,0,0,0,24.9,4.27,6.05,2.54,27.9,2.49,0.11,0.27,29.3,0,0.27,1.08,0.43,Matches
261,Mateo Kova?i?,,hr CRO,MF,Chelsea,27-333,1994,14.5,67.7,66.3,1.38,1.31,0.62,9.03,1.45,0.21,0,0,0,0,56.6,5.86,5.31,3.03,63.1,0.97,0,0.28,60.5,0.21,0.48,2.14,0.83,Matches
262,Emil Krafth,,se SWE,DF,Newcastle Utd,27-245,1994,11.5,39.7,31.6,8.17,0.52,0,4.26,0.87,0.96,0,0,0,0,21.8,6.43,11.5,0.87,27.7,2.09,7.65,0.09,29.4,0.09,0.7,1.3,1.57,Matches
263,Alex Kral,,cz CZE,MF,West Ham,23-320,1998,0,2,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Matches
264,Tim Krul,,nl NED,GK,Norwich City,34-001,1988,23,37,25.2,11.7,3.74,0.04,2.48,1.04,0,0,0,0,0,18.5,1.52,16.9,22.6,7.3,0,0,5.3,25.4,0.04,0.96,0.17,0.09,Matches
265,Juraj Kucka,,sk SVK,MF,Watford,35-037,1987,18.6,31.8,30.5,1.29,0.43,0,6.51,0.7,0.48,0.05,0,0.05,0,18.3,5.91,7.53,5.65,20.4,2.96,0.75,0.27,22.2,0.05,0.86,1.72,1.24,Matches
266,Dejan Kulusevski,,se SWE,MFFW,Tottenham,21-344,2000,8.4,36.7,35.2,1.43,0,0,6.9,0.24,1.9,0.12,0,0,0,31.4,2.5,2.74,30.7,5.24,0.12,0.12,0,31.2,0.12,0.12,0.95,1.55,Matches
267,Alexandre Lacazette,,fr FRA,FWMF,Arsenal,30-311,1991,17,23.8,23.2,0.65,0.06,0.12,5.12,0.29,0.41,0,0,0,0,17.6,3.94,2.24,2.35,19.8,0.65,0.06,0.35,18.2,0.18,0.29,1.65,0.59,Matches
268,Adam Lallana,,eng ENG,MF,Brighton,33-329,1988,16.8,54.9,54.2,0.71,0.65,0.06,9.52,0.6,0.48,0,0,0,0,42.7,7.02,5.18,13.6,38.4,1.67,0.06,0.36,48,0,1.07,1.61,1.07,Matches
269,Tariq Lamptey,,eng ENG,DFFW,Brighton,21-186,2000,15.2,46.8,42.5,4.28,0.33,0.07,6.71,0.59,4.21,0,0,0,0,32.2,7.57,6.97,9.67,31.8,0.86,3.95,0.07,36.4,0.13,0.59,1.18,2.17,Matches
270,Manuel Lanzini,,ar ARG,MF,West Ham,29-048,1993,14.7,60.3,56.9,3.47,0.61,0.14,8.71,1.16,0.61,1.09,1.02,0,0,48.1,6.19,6.05,5.31,52.2,1.7,0.41,0.34,54.4,0.07,0.68,1.22,0.34,Matches
271,Aymeric Laporte,,es ESP,DF,Manchester City,27-312,1994,24.1,92.4,90.6,1.83,1.41,0.08,6.1,2.07,0.12,0,0,0,0,79.7,4.85,7.88,66.3,21,3.11,0.41,0.17,88,0,0.58,0.62,0.08,Matches
272,Jamaal Lascelles,,eng ENG,DF,Newcastle Utd,28-144,1993,19.1,27.5,27.1,0.42,0.26,0,4.66,0.47,0.16,0,0,0,0,17.3,2.51,7.7,3.25,18.8,2.93,0.05,0,21.5,0.21,0.42,0.47,0.31,Matches
273,Pierre Lees-Melou,,fr FRA,MF,Norwich City,28-314,1993,18.5,40.4,39.5,0.97,0.54,0.05,7.46,1.95,1.3,0.05,0.05,0,0,23.9,7.3,9.19,6.22,31.6,1.73,0.27,0.11,31.7,0.05,0.54,2.05,1.08,Matches
274,Aaron Lennon,,eng ENG,MF,Burnley,34-353,1987,12.9,20.3,19.9,0.39,0,0,3.57,0.47,1.71,0,0,0,0,12.9,3.26,4.11,1.47,17.4,0.62,0.23,0,14.1,0.23,0.39,0.85,1.16,Matches
275,Bernd Leno,,de GER,GK,Arsenal,30-031,1992,4,27.8,17,10.8,1.5,0,2.5,0,0,0,0,0,0,11.8,1,15,2,22.3,0,0,3.25,18,0.25,1.25,0.25,0,Matches
276,Jamal Lewis,,nir NIR,DF,Newcastle Utd,24-069,1998,2.9,35.5,27.6,7.93,0.34,0,4.83,0,1.03,0,0,0,0,19.3,7.93,8.28,22.1,3.45,2.07,7.59,0,27.9,0,1.38,1.38,0.69,Matches
277,Victor Lindelof,,se SWE,DF,Manchester Utd,27-261,1994,18.2,50.5,49.3,1.26,1.1,0.16,6.15,1.65,0,0,0,0,0,39.7,4.78,6.1,6.26,40.2,2.58,0.16,0.27,44.9,0.11,0.33,0.71,0.6,Matches
278,Jesse Lingard,,eng ENG,FW,Manchester Utd,29-110,1992,2.3,36.5,35.7,0.87,0,0,3.48,0.43,3.48,0,0,0,0,27.4,5.65,3.48,4.35,30.9,0.87,0.43,0,30.4,0,0.43,0.43,0.43,Matches
279,Valentino Livramento,,eng ENG,DF,Southampton,19-143,2002,23.2,47.4,38.5,8.84,0.69,0.09,6.08,0.65,2.33,0,0,0,0,28.1,9.01,10.3,3.92,32.3,2.24,8.15,0.09,36.3,0,1.34,1.85,1.72,Matches
280,Diego Llorente,,es ESP,DF,Leeds United,28-231,1993,20,53.6,52,1.6,1.3,0.1,7.1,1.65,0.1,0,0,0,0,39,5.55,9.05,12.2,37.4,2.55,0.3,0.3,44.4,0.1,1.2,1.55,1,Matches
281,Hugo Lloris,,fr FRA,GK,Tottenham,35-099,1986,30,24.5,16,8.53,1.37,0.03,1.57,0.43,0,0,0,0,0,13.9,1,9.67,15.3,3.8,0,0,3.8,19.4,0.07,0.33,0.27,0.03,Matches
282,Giovani Lo Celso,,ar ARG,MFFW,Tottenham,25-360,1996,2.6,56.9,51.9,5,1.15,0.38,9.62,1.92,0.38,3.85,0.77,1.54,0.38,43.5,7.31,6.15,47.7,8.08,0.38,0,0.77,45,0,0,3.85,3.08,Matches
283,Jurgen Locadia,,nl NED,FW,Brighton,28-148,1993,0.3,10,10,0,0,0,3.33,0,0,0,0,0,0,10,0,0,0,10,0,0,0,6.67,0,0,0,3.33,Matches
284,Ruben Loftus-Cheek,,eng ENG,MF,Chelsea,26-071,1996,9.7,59.1,57.9,1.13,0.82,0.21,8.66,0.72,0.41,0,0,0,0,49.1,5.77,4.23,3.71,50.7,2.27,0.21,0.1,52.6,0,0.31,1.75,0.62,Matches
285,Kevin Long,,ie IRL,DF,Burnley,31-229,1990,1,18,18,0,0,0,6,0,0,0,0,0,0,10,4,4,2,9,4,0,0,13,0,1,0,1,Matches
286,Shane Long,,ie IRL,FWMF,Southampton,35-072,1987,1.6,25,25,0,0,0,13.1,0.63,1.25,0,0,0,0,12.5,6.88,5.63,3.75,10.6,1.88,0,0.63,14.4,0,0.63,1.25,1.25,Matches
287,Sean Longstaff,,eng ENG,MF,Newcastle Utd,24-156,1997,12.2,38.1,36.1,1.97,1.31,0,7.79,1.15,0.16,0.08,0.08,0,0,26.7,4.59,6.8,6.64,28,2.13,0.08,0.41,30.2,0.16,0.57,0.98,0.66,Matches
288,Ademola Lookman,,ng NGA,FWMF,Leicester City,24-166,1997,12.7,33.1,32.1,0.94,0.31,0.08,8.03,0.24,1.5,0.08,0,0,0,28,2.91,2.2,7.32,25,0.47,0.16,0,25.5,0.31,0.39,1.57,1.65,Matches
289,Jonas Lossl,,dk DEN,GK,Brentford,33-062,1989,2,31,23,8,1.5,0,2.5,1,0,0,0,0,0,14.5,2,14.5,0,27.5,0,0,3,22,0,0,0.5,0,Matches
290,Imran Louza,,ma MAR,MF,Watford,22-338,1999,11.9,45.1,40.4,4.71,2.35,0.08,5.29,2.1,1.09,1.68,1.01,0.42,0.17,26.6,5.46,13.1,32.9,7.48,3.7,0.42,0.25,34.5,0,0.92,1.26,0.92,Matches
291,Matthew Lowton,,eng ENG,DF,Burnley,32-299,1989,16.8,44.2,34,10.2,0.89,0.12,4.7,1.25,1.85,0,0,0,0,18,10.5,15.7,2.92,28.8,2.38,9.29,0.18,30.4,0.24,1.01,1.49,2.08,Matches
292,Douglas Luiz,,br BRA,MF,Aston Villa,23-330,1998,23.1,46.6,40.7,5.89,3.68,0.13,6.06,1.6,0.82,1.9,1.17,0.39,0.09,32.6,5.19,8.83,4.5,38.4,2.16,0.3,0.22,38.3,0.13,0.91,1.08,0.43,Matches
293,Romelu Lukaku,,be BEL,FW,Chelsea,28-326,1993,13.8,17.5,16.1,1.38,0,0.36,6.59,0.07,0.43,0,0,0,0,12,3.12,2.32,10,4.2,0.72,0,0.8,12.6,0.07,0,1.59,0.72,Matches
294,Lyanco,,br BRA,DF,Southampton,25-062,1997,6.1,37.4,36.1,1.31,0.98,0,5.57,0.66,0.49,0,0,0,0,22.3,3.61,11.5,2.13,31.8,1.97,0,0.49,26.2,0.16,0.66,1.15,0.82,Matches
295,Alexis Mac Allister,,ar ARG,MFFW,Brighton,23-101,1998,15.9,49.2,45,4.21,1.57,0.13,7.55,2.39,1.07,2.52,1.38,0.75,0.13,35.4,5.53,8.3,5.53,40.8,1.19,0.13,0.44,39.7,0.06,0.69,1.89,1.32,Matches
296,James Maddison,,eng ENG,MFFW,Leicester City,25-132,1996,20.1,37.7,32.1,5.57,1.99,0.35,7.31,1.64,1.49,2.89,1.29,0.95,0.1,25.9,3.93,7.86,3.83,32.6,0.65,0.15,0.15,27.8,0.1,0.7,1.59,0.85,Matches
297,Harry Maguire,,eng ENG,DF,Manchester Utd,29-030,1993,23.7,53.5,51.8,1.77,1.73,0,6.92,2.28,0,0,0,0,0,38.7,4.6,10.3,7.85,40.5,3.04,0.04,0.21,46.6,0.21,1.1,0.55,0.34,Matches
298,Riyad Mahrez,,dz ALG,FW,Manchester City,31-042,1991,13.5,56.1,50.4,5.63,0.59,0.22,7.04,2.15,3.04,4,1.78,0.15,0.74,42.7,4.52,8.89,49.7,3.56,1.11,1.04,0.07,46.4,0.3,0.59,1.48,1.26,Matches
299,Ainsley Maitland-Niles,,eng ENG,MF,Arsenal,24-218,1997,3,45.3,43.7,1.67,1.33,0,7.33,0.67,0.33,0,0,0,0,33,3.33,9,6,34.7,3,0.33,0,35,0,1.33,3,0.67,Matches
300,Sadio Mane,,sn SEN,FW,Liverpool,29-359,1992,25,33.6,33.2,0.36,0.08,0.12,6.92,0.6,1.76,0,0,0,0,25.4,4.56,3.6,8.2,23.7,0.56,0.28,0.28,25.1,0.24,0.84,2.64,1.64,Matches
301,Javier Manquillo,,es ESP,DF,Newcastle Utd,27-334,1994,14,29,21.9,7.07,0.07,0,3.57,0.21,0.71,0,0,0,0,14.8,7.57,6.64,2,17.6,1.64,7,0.29,21.3,0.07,0.71,1.64,0.86,Matches
302,Fernando Marcal,,br BRA,DF,Wolves,33-044,1989,15.2,53.5,44.5,8.95,0.39,0.07,6.91,1.25,3.49,0.2,0.07,0.07,0,31.8,11.4,10.3,38.4,4.08,1.78,8.36,0.13,41.4,0.46,0.86,2.24,1.71,Matches
303,Solly March,,eng ENG,DFFW,Brighton,27-258,1994,14.7,42.4,37.2,5.17,0.95,0,7.14,2.59,3.47,1.97,0.34,1.22,0.07,27.1,5.58,9.66,34.3,3.27,1.63,2.18,0.2,30.5,0,0.61,1.7,2.24,Matches
304,Pablo Mari,,es ESP,DF,Arsenal,28-216,1993,2,43,42.5,0.5,0.5,0,4,1.5,0,0,0,0,0,32,3.5,7.5,30,6.5,5.5,0,0,39,0,0.5,0.5,0.5,Matches
305,Anthony Martial,,fr FRA,FW,Manchester Utd,26-120,1995,2.4,35.4,35,0.42,0,0.42,6.67,0.42,2.08,0,0,0,0,29.2,3.33,2.92,2.92,30.8,0,0,0.83,27.5,0,0,2.5,1.67,Matches
306,Martinelli,,br BRA,FWMF,Arsenal,20-290,2001,13.8,26.9,24.6,2.32,0.07,0,4.93,1.23,1.96,1.81,1.74,0,0,18.1,4.06,4.71,2.75,22.1,0.87,0.22,0,18.8,0.07,0.58,1.16,1.52,Matches
307,Emiliano Martinez,,ar ARG,GK,Aston Villa,29-214,1992,29,30.9,20,10.9,3,0,2.24,0.97,0,0,0,0,0,16.4,0.97,13.4,3.62,21.3,0.03,0,3.93,22.5,0.14,1.03,0.28,0.07,Matches
308,Adam Masina,,ma MAR,DF,Watford,28-092,1994,9.6,43.9,34.1,9.79,0.73,0,5.1,1.88,1.77,0.52,0.31,0.21,0,17.4,9.06,17.4,25.9,5.42,2.6,8.54,0.1,29.5,0.1,1.25,1.35,0.94,Matches
309,Arthur Masuaku,,cd COD,DFFW,West Ham,28-148,1993,6.2,54.4,48.1,6.29,0.65,0,7.1,0.81,2.9,0,0,0,0,37.1,8.87,8.39,43.2,1.77,2.42,5.65,0.16,42.3,0.32,1.61,1.94,1.45,Matches
310,Jean-Philippe Mateta,,fr FRA,FW,Crystal Palace,24-280,1997,7.2,18.8,17.2,1.53,0,0,5.28,0,0.42,0,0,0,0,12.1,3.19,3.47,3.89,10,2.22,0,0.14,13.8,0.28,0.14,0.97,1.11,Matches
311,Nemanja Mati?,,rs SRB,MF,Manchester Utd,33-246,1988,10.4,66.7,64.5,2.21,1.73,0.19,10.3,2.02,0.1,0,0,0,0,52.1,7.02,7.6,52.9,9.04,2.4,0.48,0.19,58.1,0.19,0.38,2.4,1.15,Matches
312,Joel Matip,,cm CMR,DF,Liverpool,30-239,1991,24,72.6,70.8,1.83,1.29,0.04,7.33,1.33,0,0,0,0,0,56.2,7.04,9.38,8.75,56.4,4.33,0.54,0.42,65.5,0.13,0.46,1.13,0.58,Matches
313,Neal Maupay,,fr FRA,FW,Brighton,25-233,1996,23.6,23.6,21.4,2.2,0.04,0.04,6.57,0.25,0.17,0.04,0,0,0,18,3.43,2.16,3.14,18.2,0.72,0.3,0.55,18.5,0.13,0.25,1.23,1.36,Matches
314,Bryan Mbeumo,,fr FRA,FWMF,Brentford,22-240,1999,25.7,25,23.2,1.83,0.7,0.04,5.25,1.05,1.52,0.7,0.47,0.12,0.08,14.4,4.75,5.84,19.1,3.39,1.17,0.23,0.47,16.5,0.08,0.62,1.52,1.48,Matches
315,James McArthur,,sct SCO,MF,Crystal Palace,34-179,1987,12.9,55.2,52.1,3.1,1.47,0.08,9.53,0.78,0.93,0.08,0,0.08,0,40.7,6.28,8.22,12.6,39,1.16,0.62,0.54,46.3,0,0.7,1.71,1.4,Matches
316,James Mcatee,,eng ENG,MFFW,Manchester City,19-168,2002,0.2,65,65,0,0,0,20,0,0,0,0,0,0,50,15,0,50,10,0,0,0,45,0,0,0,0,Matches
317,Kasey McAteer,,eng ENG,FW,Leicester City,20-133,2001,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches
318,Liam McCarron,,sct SCO,FW,Leeds United,21-028,2001,0.1,20,20,0,0,0,20,0,0,0,0,0,0,0,20,0,10,10,0,0,0,20,0,0,0,0,Matches
319,Alex McCarthy,,eng ENG,GK,Southampton,32-122,1989,15,30,20.3,9.67,2.4,0,1.53,0.53,0,0,0,0,0,13.1,0.8,16.1,3.07,21.2,0,0,4.07,18.3,0,1.4,0.33,0.07,Matches
320,John McGinn,,sct SCO,MF,Aston Villa,27-168,1994,26.3,39.6,35.4,4.22,2.13,0.27,5.93,3.23,1.75,1.83,1.37,0.27,0.08,24.8,3.65,11.2,31.5,5.55,1.71,0.19,0.04,29.7,0.19,0.91,1.75,0.72,Matches
